#CLOCK=0.000040000
#size=32780
time   ch1   ch2
0.00000, 0.00000, 0.00000
0.00004, 0.00000, 0.00000
0.00008, 0.00000, 0.00000
0.00012, 0.00000, 0.00000
0.00016, 0.00000, 0.00000
0.00020, 0.00000, 0.00000
0.00024, 0.00000, 0.00000
0.00028, 0.00000, 0.00000
0.00032, 0.00000, 0.00000
0.00036, 0.00000, 0.00000
0.00040, 0.00000, 0.00000
0.00044, 0.00000, 0.00000
0.00048, 0.00000, 0.00000
0.00052, 0.00000, 0.00000
0.00056, 0.00000, 0.00000
0.00060, 0.00000, 0.00000
0.00064, 0.00000, 0.00000
0.00068, 0.00000, 0.00000
0.00072, 0.00000, 0.00000
0.00076, 0.00000, 0.00000
0.00080, 0.00000, 0.00000
0.00084, 0.00000, 0.00000
0.00088, 0.00000, 0.00000
0.00092, 0.00000, 0.00000
0.00096, 0.00000, 0.00000
0.00100, 0.00000, 0.00000
0.00104, 0.00000, 0.00000
0.00108, 0.00000, 0.00000
0.00112, 0.00000, 0.00000
0.00116, 0.00000, 0.00000
0.00120, 0.00000, 0.00000
0.00124, 0.00000, 0.00000
0.00128, 0.00000, 0.00000
0.00132, 0.00000, 0.00000
0.00136, 0.00000, 0.00000
0.00140, 0.00000, 0.00000
0.00144, 0.00000, 0.00000
0.00148, 0.00000, 0.00000
0.00152, 0.00000, 0.00000
0.00156, 0.00000, 0.00000
0.00160, 0.00000, 0.00000
0.00164, 0.00000, 0.00000
0.00168, 0.00000, 0.00000
0.00172, 0.00000, 0.00000
0.00176, 0.00000, 0.00000
0.00180, 0.00000, 0.00000
0.00184, 0.00000, 0.00000
0.00188, 0.00000, 0.00000
0.00192, 0.00000, 0.00000
0.00196, 0.00000, 0.00000
0.00200, 0.00000, 0.00000
0.00204, 0.00000, 0.00000
0.00208, 0.00000, 0.00000
0.00212, 0.00000, 0.00000
0.00216, 0.00000, 0.00000
0.00220, 0.00000, 0.00000
0.00224, 0.00000, 0.00000
0.00228, 0.00000, 0.00000
0.00232, 0.00000, 0.00000
0.00236, 0.00000, 0.00000
0.00240, 0.00000, 0.00000
0.00244, 0.00000, 0.00000
0.00248, 0.00000, 0.00000
0.00252, 0.00000, 0.00000
0.00256, 0.00000, 0.00000
0.00260, 0.00000, 0.00000
0.00264, 0.00000, 0.00000
0.00268, 0.00000, 0.00000
0.00272, 0.00000, 0.00000
0.00276, 0.00000, 0.00000
0.00280, 0.00000, 0.00000
0.00284, 0.00000, 0.00000
0.00288, 0.00000, 0.00000
0.00292, 0.00000, 0.00000
0.00296, 0.00000, 0.00000
0.00300, 0.00000, 0.00000
0.00304, 0.00000, 0.00000
0.00308, 0.00000, 0.00000
0.00312, 0.00000, 0.00000
0.00316, 0.00000, 0.00000
0.00320, 0.00000, 0.00000
0.00324, 0.00000, 0.00000
0.00328, 0.00000, 0.00000
0.00332, 0.00000, 0.00000
0.00336, 0.00000, 0.00000
0.00340, 0.00000, 0.00000
0.00344, 0.00000, 0.00000
0.00348, 0.00000, 0.00000
0.00352, 0.00000, 0.00000
0.00356, 0.00000, 0.00000
0.00360, 0.00000, 0.00000
0.00364, 0.00000, 0.00000
0.00368, 0.00000, 0.00000
0.00372, 0.00000, 0.00000
0.00376, 0.00000, 0.00000
0.00380, 0.00000, 0.00000
0.00384, 0.00000, 0.00000
0.00388, 0.00000, 0.00000
0.00392, 0.00000, 0.00000
0.00396, 0.00000, 0.00000
0.00400, 0.00000, 0.00000
0.00404, 0.00000, 0.00000
0.00408, 0.00000, 0.00000
0.00412, 0.00000, 0.00000
0.00416, 0.00000, 0.00000
0.00420, 0.00000, 0.00000
0.00424, 0.00000, 0.00000
0.00428, 0.00000, 0.00000
0.00432, 0.00000, 0.00000
0.00436, 0.00000, 0.00000
0.00440, 0.00000, 0.00000
0.00444, 0.00000, 0.00000
0.00448, 0.00000, 0.00000
0.00452, 0.00000, 0.00000
0.00456, 0.00000, 0.00000
0.00460, 0.00000, 0.00000
0.00464, 0.00000, 0.00000
0.00468, 0.00000, 0.00000
0.00472, 0.00000, 0.00000
0.00476, 0.00000, 0.00000
0.00480, 0.00000, 0.00000
0.00484, 0.00000, 0.00000
0.00488, 0.00000, 0.00000
0.00492, 0.00000, 0.00000
0.00496, 0.00000, 0.00000
0.00500, 0.00000, 0.00000
0.00504, 0.00000, 0.00000
0.00508, 0.00000, 0.00000
0.00512, 0.00000, 0.00000
0.00516, 0.00000, 0.00000
0.00520, 0.00000, 0.00000
0.00524, 0.00000, 0.00000
0.00528, 0.00000, 0.00000
0.00532, 0.00000, 0.00000
0.00536, 0.00000, 0.00000
0.00540, 0.00000, 0.00000
0.00544, 0.00000, 0.00000
0.00548, 0.00000, 0.00000
0.00552, 0.00000, 0.00000
0.00556, 0.00000, 0.00000
0.00560, 0.00000, 0.00000
0.00564, 0.00000, 0.00000
0.00568, 0.00000, 0.00000
0.00572, 0.00000, 0.00000
0.00576, 0.00000, 0.00000
0.00580, 0.00000, 0.00000
0.00584, 0.00000, 0.00000
0.00588, 0.00000, 0.00000
0.00592, 0.00000, 0.00000
0.00596, 0.00000, 0.00000
0.00600, 0.00000, 0.00000
0.00604, 0.00000, 0.00000
0.00608, 0.00000, 0.00000
0.00612, 0.00000, 0.00000
0.00616, 0.00000, 0.00000
0.00620, 0.00000, 0.00000
0.00624, 0.00000, 0.00000
0.00628, 0.00000, 0.00000
0.00632, 0.00000, 0.00000
0.00636, 0.00000, 0.00000
0.00640, 0.00000, 0.00000
0.00644, 0.00000, 0.00000
0.00648, 0.00000, 0.00000
0.00652, 0.00000, 0.00000
0.00656, 0.00000, 0.00000
0.00660, 0.00000, 0.00000
0.00664, 0.00000, 0.00000
0.00668, 0.00000, 0.00000
0.00672, 0.00000, 0.00000
0.00676, 0.00000, 0.00000
0.00680, 0.00000, 0.00000
0.00684, 0.00000, 0.00000
0.00688, 0.00000, 0.00000
